DATUM,MESSWERT_NUM
2011-11-12,448.3
2011-11-13,448.29
2011-11-14,448.29
2011-11-15,448.28
2011-11-16,448.28
2011-11-17,448.27
2011-11-18,448.27
2011-11-19,448.26
2011-11-20,448.26
2011-11-21,448.25
2011-11-22,448.25
2011-11-23,448.24
2011-11-24,448.24
2011-11-25,448.23
2011-11-26,448.23
2011-11-27,448.23
2011-11-28,448.22
2011-11-29,448.22
2011-11-30,448.21
2011-12-01,448.21
2011-12-02,448.2
2011-12-03,448.2
2011-12-04,448.19
2011-12-05,448.19
2011-12-06,448.19
2011-12-07,448.19
2011-12-08,448.19
2011-12-09,448.19
2011-12-10,448.2
2011-12-11,448.22
2011-12-12,448.22
2011-12-13,448.23
2011-12-14,448.24
2011-12-15,448.25
2011-12-16,448.25
2011-12-17,448.26
2011-12-18,448.27
2011-12-19,448.27
2011-12-20,448.28
2011-12-21,448.28
2011-12-22,448.28
2011-12-23,448.3
2011-12-24,448.31
2011-12-25,448.32
2011-12-26,448.33
2011-12-27,448.34
2011-12-28,448.34
2011-12-29,448.34
2011-12-30,448.34
2011-12-31,448.34
2012-01-01,448.35
2012-01-02,448.36
2012-01-03,448.37
2012-01-04,448.38
2012-01-05,448.38
2012-01-06,448.39
2012-01-07,448.41
2012-01-08,448.42
2012-01-09,448.44
2012-01-10,448.46
2012-01-11,448.49
2012-01-12,448.5
2012-01-13,448.51
2012-01-14,448.52
2012-01-15,448.51
2012-01-16,448.51
2012-01-17,448.5
2012-01-18,448.49
2012-01-19,448.49
2012-01-20,448.51
2012-01-21,448.52
2012-01-22,448.57
2012-01-23,448.62
2012-01-24,448.64
2012-01-25,448.66
2012-01-26,448.67
2012-01-27,448.68
2012-01-28,448.68
2012-01-29,448.68
2012-01-30,448.67
2012-01-31,448.66
2012-02-01,448.65
2012-02-02,448.64
2012-02-03,448.62
2012-02-04,448.61
2012-02-05,448.59
2012-02-06,448.57
2012-02-07,448.56
2012-02-08,448.54
2012-02-09,448.54
2012-02-10,448.52
2012-02-11,448.51
2012-02-12,448.5
2012-02-13,448.5
2012-02-14,448.49
2012-02-15,448.48
2012-02-16,448.47
2012-02-17,448.47
2012-02-18,448.47
2012-02-19,448.47
2012-02-20,448.47
2012-02-21,448.47
2012-02-22,448.46
2012-02-23,448.46
2012-02-24,448.46
2012-02-25,448.47
2012-02-26,448.47
2012-02-27,448.48
2012-02-28,448.48
2012-02-29,448.48
2012-03-01,448.49
2012-03-02,448.49
2012-03-03,448.49
2012-03-04,448.49
2012-03-05,448.49
2012-03-06,448.49
2012-03-07,448.49
2012-03-08,448.49
2012-03-09,448.49
2012-03-10,448.49
2012-03-11,448.49
2012-03-12,448.5
2012-03-13,448.49
2012-03-14,448.49
2012-03-15,448.49
2012-03-16,448.49
2012-03-17,448.49
2012-03-18,448.49
2012-03-19,448.49
2012-03-20,448.49
2012-03-21,448.49
2012-03-22,448.49
2012-03-23,448.49
2012-03-24,448.49
2012-03-25,448.49
2012-03-26,448.49
2012-03-27,448.49
2012-03-28,448.49
2012-03-29,448.49
2012-03-30,448.48
2012-03-31,448.48
2012-04-01,448.48
2012-04-02,448.48
2012-04-03,448.47
2012-04-04,448.47
2012-04-05,448.47
2012-04-06,448.47
2012-04-07,448.47
2012-04-08,448.47
2012-04-09,448.47
2012-04-10,448.47
2012-04-11,448.47
2012-04-12,448.47
2012-04-13,448.47
2012-04-14,448.47
2012-04-15,448.47
2012-04-16,448.47
2012-04-17,448.48
2012-04-18,448.48
2012-04-19,448.49
2012-04-20,448.49
2012-04-21,448.49
2012-04-22,448.49
2012-04-23,448.49
2012-04-24,448.49
2012-04-25,448.49
2012-04-26,448.48
2012-04-27,448.48
2012-04-28,448.47
2012-04-29,448.47
2012-04-30,448.46
2012-05-01,448.46
2012-05-02,448.46
2012-05-03,448.45
2012-05-04,448.45
2012-05-05,448.45
2012-05-06,448.45
2012-05-07,448.44
2012-05-08,448.44
2012-05-09,448.44
2012-05-10,448.43
2012-05-11,448.43
2012-05-12,448.43
2012-05-13,448.43
2012-05-14,448.43
2012-05-15,448.42
2012-05-16,448.42
2012-05-17,448.42
2012-05-18,448.42
2012-05-19,448.41
2012-05-20,448.41
2012-05-21,448.41
2012-05-22,448.41
2012-05-23,448.4
2012-05-24,448.4
2012-05-25,448.4
2012-05-26,448.39
2012-05-27,448.39
2012-05-28,448.39
2012-05-29,448.39
2012-05-30,448.38
2012-05-31,448.39
2012-06-01,448.38
2012-06-02,448.38
2012-06-03,448.38
2012-06-04,448.39
2012-06-05,448.42
2012-06-06,448.42
2012-06-07,448.43
2012-06-08,448.45
2012-06-09,448.47
2012-06-10,448.52
2012-06-11,448.58
2012-06-12,448.6
2012-06-13,448.65
2012-06-14,448.71
2012-06-15,448.74
2012-06-16,448.77
2012-06-17,448.8
2012-06-18,448.82
2012-06-19,448.82
2012-06-20,448.83
2012-06-21,448.89
2012-06-22,448.86
2012-06-23,448.85
2012-06-24,448.84
2012-06-25,448.83
2012-06-26,448.83
2012-06-27,448.81
2012-06-28,448.79
2012-06-29,448.77
2012-06-30,448.75
2012-07-01,448.73
2012-07-02,448.72
2012-07-03,448.71
2012-07-04,448.69
2012-07-05,448.67
2012-07-06,448.66
2012-07-07,448.64
2012-07-08,448.73
2012-07-09,448.72
2012-07-10,448.7
2012-07-11,448.68
2012-07-12,448.67
2012-07-13,448.65
2012-07-14,448.64
2012-07-15,448.62
2012-07-16,448.6
2012-07-17,448.59
2012-07-18,448.57
2012-07-19,448.56
2012-07-20,448.54
2012-07-21,448.53
2012-07-22,448.51
2012-07-23,448.5
2012-07-24,448.49
2012-07-25,448.48
2012-07-26,448.47
2012-07-27,448.46
2012-07-28,448.45
2012-07-29,448.44
2012-07-30,448.43
2012-07-31,448.42
2012-08-01,448.42
2012-08-02,448.41
2012-08-03,448.41
2012-08-04,448.41
2012-08-05,448.4
2012-08-06,448.4
2012-08-07,448.4
2012-08-08,448.4
2012-08-09,448.39
2012-08-10,448.39
2012-08-11,448.39
2012-08-12,448.38
2012-08-13,448.38
2012-08-14,448.37
2012-08-15,448.37
2012-08-16,448.36
2012-08-17,448.36
2012-08-18,448.35
2012-08-19,448.34
2012-08-20,448.34
2012-08-21,448.33
2012-08-22,448.33
2012-08-23,448.33
2012-08-24,448.32
2012-08-25,448.32
2012-08-26,448.33
2012-08-27,448.34
2012-08-28,448.33
2012-08-29,448.34
2012-08-30,448.34
2012-08-31,448.35
2012-09-01,448.41
2012-09-02,448.43
2012-09-03,448.45
2012-09-04,448.47
2012-09-05,448.49
2012-09-06,448.5
2012-09-07,448.5
2012-09-08,448.49
2012-09-09,448.48
2012-09-10,448.47
2012-09-11,448.46
2012-09-12,448.45
2012-09-13,448.44
2012-09-14,448.43
2012-09-15,448.42
2012-09-16,448.41
2012-09-17,448.4
2012-09-18,448.39
2012-09-19,448.39
2012-09-20,448.38
2012-09-21,448.37
2012-09-22,448.37
2012-09-23,448.36
2012-09-24,448.36
2012-09-25,448.35
2012-09-26,448.35
2012-09-27,448.34
2012-09-28,448.34
2012-09-29,448.33
2012-09-30,448.32
2012-10-01,448.32
2012-10-02,448.31
2012-10-03,448.3
2012-10-04,448.29
2012-10-05,448.29
2012-10-06,448.28
2012-10-07,448.27
2012-10-08,448.27
2012-10-09,448.27
2012-10-10,448.27
2012-10-11,448.27
2012-10-12,448.28
2012-10-13,448.28
2012-10-14,448.29
2012-10-15,448.31
2012-10-16,448.32
2012-10-17,448.33
2012-10-18,448.34
2012-10-19,448.33
2012-10-20,448.33
2012-10-21,448.32
2012-10-22,448.31
2012-10-23,448.3
2012-10-24,448.29
2012-10-25,448.29
2012-10-26,448.28
2012-10-27,448.27
2012-10-28,448.26
2012-10-29,448.26
2012-10-30,448.26
2012-10-31,448.25
2012-11-01,448.25
2012-11-02,448.24
2012-11-03,448.24
2012-11-04,448.24
2012-11-05,448.24
2012-11-06,448.28
2012-11-07,448.3
2012-11-08,448.31
2012-11-09,448.33
2012-11-10,448.33
2012-11-11,448.34
2012-11-12,448.34
2012-11-13,448.34
2012-11-14,448.34
2012-11-15,448.35
2012-11-16,448.35
2012-11-17,448.34
2012-11-18,448.34
2012-11-19,448.34
2012-11-20,448.34
2012-11-21,448.34
2012-11-22,448.33
2012-11-23,448.32
2012-11-24,448.32
2012-11-25,448.31
2012-11-26,448.31
2012-11-27,448.3
2012-11-28,448.3
2012-11-29,448.3
2012-11-30,448.3
2012-12-01,448.31
2012-12-02,448.31
2012-12-03,448.31
2012-12-04,448.32
2012-12-05,448.32
2012-12-06,448.33
2012-12-07,448.34
2012-12-08,448.34
2012-12-09,448.34
2012-12-10,448.35
2012-12-11,448.35
2012-12-12,448.34
2012-12-13,448.34
2012-12-14,448.34
2012-12-15,448.34
2012-12-16,448.34
2012-12-17,448.35
2012-12-18,448.39
2012-12-19,448.42
2012-12-20,448.45
2012-12-21,448.47
2012-12-22,448.49
2012-12-23,448.52
2012-12-24,448.58
2012-12-25,448.63
2012-12-26,448.66
2012-12-27,448.67
2012-12-28,448.69
2012-12-29,448.69
2012-12-30,448.7
2012-12-31,448.7
2013-01-01,448.69
2013-01-02,448.68
2013-01-03,448.67
2013-01-04,448.65
2013-01-05,448.64
2013-01-06,448.68
2013-01-07,448.71
2013-01-08,448.75
2013-01-09,448.78
2013-01-10,448.82
2013-01-11,448.84
2013-01-12,448.84
2013-01-13,448.83
2013-01-14,448.82
2013-01-15,448.8
2013-01-16,448.77
2013-01-17,448.75
2013-01-18,448.73
2013-01-19,448.71
2013-01-20,448.69
2013-01-21,448.67
2013-01-22,448.65
2013-01-23,448.63
2013-01-24,448.61
2013-01-25,448.59
2013-01-26,448.58
2013-01-27,448.56
2013-01-28,448.54
2013-01-29,448.53
2013-01-30,448.55
2013-01-31,448.59
2013-02-01,448.62
2013-02-02,448.67
2013-02-03,448.82
2013-02-04,448.89
2013-02-05,448.93
2013-02-06,448.98
2013-02-07,449.02
2013-02-08,449.03
2013-02-09,449.03
2013-02-10,449.01
2013-02-11,449.0
2013-02-12,448.98
2013-02-13,448.95
2013-02-14,448.92
2013-02-15,448.89
2013-02-16,448.87
2013-02-17,448.84
2013-02-18,448.82
2013-02-19,448.8
2013-02-20,448.78
2013-02-21,448.76
2013-02-22,448.74
2013-02-23,448.72
2013-02-24,448.71
2013-02-25,448.69
2013-02-26,448.67
2013-02-27,448.66
2013-02-28,448.64
2013-03-01,448.63
2013-03-02,448.62
2013-03-03,448.62
2013-03-04,448.62
2013-03-05,448.62
2013-03-06,448.62
2013-03-07,448.63
2013-03-08,448.64
2013-03-09,448.65
2013-03-10,448.66
2013-03-11,448.66
2013-03-12,448.66
2013-03-13,448.66
2013-03-14,448.66
2013-03-15,448.66
2013-03-16,448.66
2013-03-17,448.65
2013-03-18,448.65
2013-03-19,448.65
2013-03-20,448.64
2013-03-21,448.63
2013-03-22,448.62
2013-03-23,448.62
2013-03-24,448.61
2013-03-25,448.6
2013-03-26,448.59
2013-03-27,448.58
2013-03-28,448.58
2013-03-29,448.57
2013-03-30,448.57
2013-03-31,448.56
2013-04-01,448.57
2013-04-02,448.58
2013-04-03,448.58
2013-04-04,448.58
2013-04-05,448.58
2013-04-06,448.58
2013-04-07,448.58
2013-04-08,448.57
2013-04-09,448.57
2013-04-10,448.56
2013-04-11,448.55
2013-04-12,448.54
2013-04-13,448.54
2013-04-14,448.53
2013-04-15,448.52
2013-04-16,448.52
2013-04-17,448.51
2013-04-18,448.51
2013-04-19,448.51
2013-04-20,448.5
2013-04-21,448.51
2013-04-22,448.51
2013-04-23,448.51
2013-04-24,448.51
2013-04-25,448.51
2013-04-26,448.51
2013-04-27,448.51
2013-04-28,448.51
2013-04-29,448.5
2013-04-30,448.5
2013-05-01,448.5
2013-05-02,448.5
2013-05-03,448.5
2013-05-04,448.49
2013-05-05,448.49
2013-05-06,448.49
2013-05-07,448.49
2013-05-08,448.49
2013-05-09,448.49
2013-05-10,448.49
2013-05-11,448.5
2013-05-12,448.5
2013-05-13,448.51
2013-05-14,448.52
2013-05-15,448.52
2013-05-16,448.53
2013-05-17,448.53
2013-05-18,448.52
2013-05-19,448.52
2013-05-20,448.52
2013-05-21,448.51
2013-05-22,448.51
2013-05-23,448.51
2013-05-24,448.5
2013-05-25,448.5
2013-05-26,448.5
2013-05-27,448.5
2013-05-28,448.52
2013-05-29,448.53
2013-05-30,448.54
2013-05-31,448.55
2013-06-01,448.66
2013-06-02,448.75
2013-06-03,449.22
2013-06-04,449.53
2013-06-05,449.64
2013-06-06,449.65
2013-06-07,449.64
2013-06-08,449.62
2013-06-09,449.59
2013-06-10,449.57
2013-06-11,449.54
2013-06-12,449.51
2013-06-13,449.47
2013-06-14,449.44
2013-06-15,449.4
2013-06-16,449.36
2013-06-17,449.31
2013-06-18,449.26
2013-06-19,449.22
2013-06-20,449.18
2013-06-21,449.15
2013-06-22,449.12
2013-06-23,449.12
2013-06-24,449.14
2013-06-25,449.16
2013-06-26,449.15
2013-06-27,449.14
2013-06-28,449.13
2013-06-29,449.14
2013-06-30,449.15
2013-07-01,449.14
2013-07-02,449.13
2013-07-03,449.1
2013-07-04,449.08
2013-07-05,449.07
2013-07-06,449.08
2013-07-07,449.07
2013-07-08,449.06
2013-07-09,449.04
2013-07-10,449.02
2013-07-11,448.99
2013-07-12,448.97
2013-07-13,448.94
2013-07-14,448.92
2013-07-15,448.9
2013-07-16,448.88
2013-07-17,448.85
2013-07-18,448.84
2013-07-19,448.82
2013-07-20,448.81
2013-07-21,448.79
2013-07-22,448.77
2013-07-23,448.76
2013-07-24,448.75
2013-07-25,448.74
2013-07-26,448.72
2013-07-27,448.71
2013-07-28,448.69
