DATUM,MESSWERT_NUM
2013-07-29,448.67
2013-07-30,448.66
2013-07-31,448.64
2013-08-01,448.63
2013-08-02,448.61
2013-08-03,448.6
2013-08-04,448.59
2013-08-05,448.58
2013-08-06,448.57
2013-08-07,448.57
2013-08-08,448.56
2013-08-09,448.55
2013-08-10,448.56
2013-08-11,448.55
2013-08-12,448.54
2013-08-13,448.54
2013-08-14,448.53
2013-08-15,448.52
2013-08-16,448.51
2013-08-17,448.5
2013-08-18,448.49
2013-08-19,448.48
2013-08-20,448.47
2013-08-21,448.47
2013-08-22,448.47
2013-08-23,448.46
2013-08-24,448.46
2013-08-25,448.46
2013-08-26,448.48
2013-08-27,448.48
2013-08-28,448.48
2013-08-29,448.49
2013-08-30,448.49
2013-08-31,448.5
2013-09-01,448.51
2013-09-02,448.52
2013-09-03,448.53
2013-09-04,448.53
2013-09-05,448.54
2013-09-06,448.54
2013-09-07,448.54
2013-09-08,448.54
2013-09-09,448.54
2013-09-10,448.54
2013-09-11,448.55
2013-09-12,448.55
2013-09-13,448.56
2013-09-14,448.57
2013-09-15,448.58
2013-09-16,448.6
2013-09-17,448.62
2013-09-18,448.64
2013-09-19,448.69
2013-09-20,448.72
2013-09-21,448.76
2013-09-22,448.8
2013-09-23,448.85
2013-09-24,448.89
2013-09-25,448.92
2013-09-26,448.93
2013-09-27,448.93
2013-09-28,448.93
2013-09-29,448.93
2013-09-30,448.93
2013-10-01,448.92
2013-10-02,448.9
2013-10-03,448.88
2013-10-04,448.86
2013-10-05,448.84
2013-10-06,448.83
2013-10-07,448.82
2013-10-08,448.81
2013-10-09,448.8
2013-10-10,448.78
2013-10-11,448.79
2013-10-12,448.78
2013-10-13,448.77
2013-10-14,448.77
2013-10-15,448.77
2013-10-16,448.8
2013-10-17,448.85
2013-10-18,448.88
2013-10-19,448.91
2013-10-20,448.94
2013-10-21,448.95
2013-10-22,448.97
2013-10-23,448.97
2013-10-24,448.96
2013-10-25,448.96
2013-10-26,448.95
2013-10-27,448.94
2013-10-28,448.93
2013-10-29,448.92
2013-10-30,448.9
2013-10-31,448.89
2013-11-01,448.87
2013-11-02,448.85
2013-11-03,448.83
2013-11-04,448.82
2013-11-05,448.8
2013-11-06,448.79
2013-11-07,448.78
2013-11-08,448.78
2013-11-09,448.77
2013-11-10,448.78
2013-11-11,448.79
2013-11-12,448.8
2013-11-13,448.81
2013-11-14,448.81
2013-11-15,448.82
2013-11-16,448.82
2013-11-17,448.82
2013-11-18,448.81
2013-11-19,448.8
2013-11-20,448.78
2013-11-21,448.76
2013-11-22,448.74
2013-11-23,448.72
2013-11-24,448.7
2013-11-25,448.67
2013-11-26,448.65
2013-11-27,448.64
2013-11-28,448.62
2013-11-29,448.61
2013-11-30,448.59
2013-12-01,448.58
2013-12-02,448.57
2013-12-03,448.56
2013-12-04,448.55
2013-12-05,448.53
2013-12-06,448.52
2013-12-07,448.51
2013-12-08,448.5
2013-12-09,448.49
2013-12-10,448.48
2013-12-11,448.47
2013-12-12,448.46
2013-12-13,448.45
2013-12-14,448.44
2013-12-15,448.44
2013-12-16,448.43
2013-12-17,448.42
2013-12-18,448.41
2013-12-19,448.41
2013-12-20,448.4
2013-12-21,448.4
2013-12-22,448.39
2013-12-23,448.39
2013-12-24,448.38
2013-12-25,448.38
2013-12-26,448.37
2013-12-27,448.37
2013-12-28,448.36
2013-12-29,448.36
2013-12-30,448.35
2013-12-31,448.34
2014-01-01,448.34
2014-01-02,448.33
2014-01-03,448.33
2014-01-04,448.32
2014-01-05,448.31
2014-01-06,448.31
2014-01-07,448.3
2014-01-08,448.3
2014-01-09,448.3
2014-01-10,448.3
2014-01-11,448.3
2014-01-12,448.3
2014-01-13,448.3
2014-01-14,448.3
2014-01-15,448.3
2014-01-16,448.31
2014-01-17,448.32
2014-01-18,448.33
2014-01-19,448.33
2014-01-20,448.34
2014-01-21,448.35
2014-01-22,448.36
2014-01-23,448.37
2014-01-24,448.38
2014-01-25,448.39
2014-01-26,448.4
2014-01-27,448.41
2014-01-28,448.42
2014-01-29,448.43
2014-01-30,448.45
2014-01-31,448.45
2014-02-01,448.46
2014-02-02,448.46
2014-02-03,448.46
2014-02-04,448.46
2014-02-05,448.46
2014-02-06,448.46
2014-02-07,448.46
2014-02-08,448.46
2014-02-09,448.46
2014-02-10,448.45
2014-02-11,448.45
2014-02-12,448.44
2014-02-13,448.43
2014-02-14,448.43
2014-02-15,448.42
2014-02-16,448.42
2014-02-17,448.41
2014-02-18,448.4
2014-02-19,448.39
2014-02-20,448.39
2014-02-21,448.38
2014-02-22,448.38
2014-02-23,448.37
2014-02-24,448.37
2014-02-25,448.36
2014-02-26,448.36
2014-02-27,448.35
2014-02-28,448.35
2014-03-01,448.34
2014-03-02,448.34
2014-03-03,448.34
2014-03-04,448.33
2014-03-05,448.33
2014-03-06,448.33
2014-03-07,448.33
2014-03-08,448.33
2014-03-09,448.33
2014-03-10,448.33
2014-03-11,448.34
2014-03-12,448.34
2014-03-13,448.34
2014-03-14,448.34
2014-03-15,448.34
2014-03-16,448.35
2014-03-17,448.35
2014-03-18,448.35
2014-03-19,448.36
2014-03-20,448.36
2014-03-21,448.37
2014-03-22,448.38
2014-03-23,448.38
2014-03-24,448.38
2014-03-25,448.38
2014-03-26,448.38
2014-03-27,448.38
2014-03-28,448.37
2014-03-29,448.37
2014-03-30,448.37
2014-03-31,448.36
2014-04-01,448.36
2014-04-02,448.36
2014-04-03,448.35
2014-04-04,448.35
2014-04-05,448.35
2014-04-06,448.35
2014-04-07,448.35
2014-04-08,448.35
2014-04-09,448.35
2014-04-10,448.35
2014-04-11,448.35
2014-04-12,448.35
2014-04-13,448.35
2014-04-14,448.35
2014-04-15,448.35
2014-04-16,448.34
2014-04-17,448.34
2014-04-18,448.35
2014-04-19,448.35
2014-04-20,448.35
2014-04-21,448.35
2014-04-22,448.35
2014-04-23,448.35
2014-04-24,448.35
2014-04-25,448.36
2014-04-26,448.35
2014-04-27,448.35
2014-04-28,448.36
2014-04-29,448.36
2014-04-30,448.35
2014-05-01,448.35
2014-05-02,448.36
2014-05-03,448.36
2014-05-04,448.36
2014-05-05,448.36
2014-05-06,448.365
2014-05-07,448.36
2014-05-08,448.36
2014-05-09,448.36
2014-05-10,448.37
2014-05-11,448.37
2014-05-12,448.37
2014-05-13,448.36
2014-05-14,448.36
2014-05-15,448.36
2014-05-16,448.36
2014-05-17,448.36
2014-05-18,448.37
2014-05-19,448.37
2014-05-20,448.37
2014-05-21,448.36
2014-05-22,448.36
2014-05-23,448.36
2014-05-24,448.36
2014-05-25,448.36
2014-05-26,448.35
2014-05-27,448.38
2014-05-28,448.38
2014-05-29,448.39
2014-05-30,448.39
2014-05-31,448.4
2014-06-01,448.4
